Open,High,Low,Close,Volume,VWAP
363.99,373.90000000000003,346.09000000000003,366.49,913629,362.17
426.89,440.65999999999997,414.15999999999997,418.33,646298,425.09
322.08,330.78,309.8,325.72999999999996,517339,321.52
311.86,316.79,310.53000000000003,306.7,450067,315.58
196.74,213.12,186.37,201.02,758250,194.93
137.24,153.23000000000002,134.24,143.69,492670,145.06
458.89,472.78,444.14,464.96999999999997,209162,457.53
460.17,465.61,449.93,461.22,483071,458.7
353.24,365.04,339.64,353.64,370170,352.69
235.61,242.83,234.78,228.47000000000003,427069,237.69
239.68,241.51000000000002,237.98000000000002,245.19,693130,240.54
390.38,408.73,376.05,385.81,395809,392.37
458.84,461.58,457.4,458.77,371421,456.84
454.83,473.83,453.4,450.52,273311,461.07
411.95,420.87,411.71,404.63,540880,410.68
356.81,360.51,337.68,359.4,934440,353.36
133.66,144.5,118.91,124.75,901115,128.25
164.65,182.11,157.58,169.62,756030,172.32
459.42,474.06,453.49,455.77000000000004,320283,462.75
342.57,358.7,335.58,332.57,773249,342.2
103.68,116.86000000000001,88.19000000000001,103.9,548828,100.77
140.59,154.44,127.36,131.53,799895,135.72
365.4,382.38,361.7,360.91999999999996,440686,365.53
102.02,107.00999999999999,98.53999999999999,106.16,416463,99.63
164.32,174.10999999999999,162.35,155.57,345144,165.69
319.49,323.91,306.28000000000003,326.28000000000003,978499,318.91
376.76,396.51,361.46999999999997,366.84,776999,373.45
360.78,379.65999999999997,355.47999999999996,355.71999999999997,295784,365.82
189.71,190.5,189.29000000000002,194.53,876505,190.8
384.87,398.98,383.23,381.2,431119,385.46
194.9,213.4,175.54000000000002,186.94,263244,191.01
230.16,233.77,224.25,227.35999999999999,552413,226.08
398.6,409.96000000000004,383.22,394.01000000000005,201158,396.25
359.85,378.16,347.36,366.70000000000005,898009,363.59
439.69,440.37,432.05,435.96,963731,435.1
363.05,377.0,358.94,368.83,906608,367.13
327.32,333.27,324.89,335.15999999999997,163972,331.3
137.47,155.96,125.17,136.15,583007,138.97
247.09,266.51,231.6,255.29,534219,250.51
206.08,224.97000000000003,193.20000000000002,203.63000000000002,382140,206.19
197.6,207.07999999999998,186.99,206.88,725210,200.81
489.2,506.44,488.36,480.99,973030,490.47
257.24,274.13,237.87,260.98,660219,258.05
456.82,463.2,440.84999999999997,456.7,748456,452.54
352.46,369.03999999999996,346.59999999999997,350.21,266782,356.79
417.92,418.66,398.32,420.57,223099,413.52
301.05,312.98,289.01,305.13,658981,301.64
330.76,335.36,319.11,320.84999999999997,208944,325.37
297.01,299.42,282.05,290.34999999999997,848943,290.43
178.1,179.64,161.85999999999999,182.35999999999999,831862,171.93
388.98,402.91,375.85,392.31,903806,391.23
212.31,219.11,209.75,221.63,347572,215.27
109.73,124.23,102.96000000000001,114.95,443615,116.01
358.19,359.5,339.63,367.21,670201,356.14
170.84,177.15,166.35,174.89000000000001,297097,174.57
476.18,486.97,468.74,472.14,930948,474.31
481.57,497.38,472.93,473.68,712084,480.7
465.95,472.33,457.15999999999997,471.59,388213,469.9
248.06,260.58,235.8,250.94,184811,248.75
106.18,123.9,87.32000000000001,97.14000000000001,290121,101.04
471.33,483.65,466.52,468.53,857180,473.77
271.27,275.93,268.84,280.40999999999997,480172,276.87
486.66,487.15000000000003,482.71000000000004,486.67,663466,484.53
485.45,502.84999999999997,467.71,484.09999999999997,919253,480.84
441.2,441.63,428.28,440.34999999999997,554151,435.89
217.78,235.27,212.06,211.96,641287,220.34
254.04,264.62,237.72,251.41,555738,249.72
440.45,459.23,423.21999999999997,437.84999999999997,400856,439.85
226.77,242.75,209.84,217.82000000000002,295623,221.59
167.8,187.76000000000002,149.42000000000002,173.15,795532,166.55
322.72,329.73,317.68,321.05,395866,321.29
474.46,489.79999999999995,459.35999999999996,480.9,897057,478.45
378.41,386.45000000000005,369.20000000000005,385.42,298237,376.12
328.02,337.62,311.18,322.26,631147,324.05
138.87,151.42000000000002,124.30000000000001,142.02,735274,137.15
346.0,363.47,330.47,345.45,856942,347.58
496.02,515.6999999999999,482.9,503.62,383983,502.46
156.03,171.4,152.48,150.34,389360,156.96
307.33,315.69,296.43,310.89,939385,307.65
450.95,459.38,431.26,453.11,577697,446.82
396.31,411.06,377.56,392.22,553809,390.78
378.81,383.59,377.95,371.54,149522,380.47
380.99,383.2,377.69,384.02,330233,380.14
243.8,250.89000000000001,241.17000000000002,248.57000000000002,498102,250.18
217.44,223.18,202.92,213.75,473393,211.61
423.74,429.67,407.38,426.64,107485,422.82
424.05,428.72,419.78000000000003,421.95,524671,421.05
446.83,447.66999999999996,436.71,451.09,867344,446.8
465.3,465.66,448.49,459.28000000000003,212701,457.31
304.54,324.29,289.88,312.34000000000003,307352,308.56
300.61,309.17,289.77000000000004,296.36,726926,299.45
419.32,427.01,407.51,416.68,284514,416.09
359.99,373.58,349.82,351.15000000000003,545093,354.62
380.79,385.16,374.84000000000003,373.02000000000004,898658,378.73
418.32,437.32,407.02,418.64,717693,418.47
456.0,471.73,442.22,451.35,909020,455.76
235.2,236.98999999999998,217.73,241.91,310048,235.13
250.23,258.58,237.5,240.51999999999998,787069,244.28
137.59,155.17000000000002,122.37,135.17000000000002,137019,139.69
331.31,350.2,328.11,328.06,361497,335.68
114.38,123.72999999999999,105.14999999999999,104.77,689421,109.18
286.24,298.51,286.05,278.73,821818,289.66
317.06,320.4,312.13,315.33,479747,313.61
214.62,234.44,200.09,214.48000000000002,258598,215.4
336.33,340.96,316.49,334.41999999999996,752873,330.59
112.2,131.05,110.22,112.82000000000001,545414,118.72
114.94,127.92999999999999,106.91,116.84,869460,119.42
429.04,441.19,413.04,419.24,592750,426.07
244.08,254.33,240.0,243.36,929827,246.09
150.82,155.43,139.72,160.09,517247,152.02
308.9,312.42999999999995,294.23999999999995,309.28,568758,302.06
408.0,412.41,395.68,411.55,750102,404.42
186.33,190.06,182.57000000000002,182.57000000000002,474743,188.35
349.16,364.75,342.05,354.64000000000004,125939,350.22
134.14,141.14,118.45999999999998,139.6,253939,132.15
120.67,121.83,109.59,121.10000000000001,886635,120.16
312.54,331.92,312.44,322.06,915495,322.55
316.25,333.93,301.03,308.76,715168,315.85
354.97,373.53000000000003,354.26000000000005,345.31,628036,357.55
390.44,410.34,375.53,395.84,336094,397.04
490.34,493.82,486.28999999999996,496.47999999999996,479413,493.22
306.52,314.44,287.35999999999996,298.91999999999996,967196,301.43
229.18,244.34,221.82,224.49,251956,228.2
418.07,431.99,411.53,408.42,256255,417.6
208.33,211.41000000000003,205.35000000000002,204.20000000000002,564462,205.92
275.59,291.90999999999997,269.47999999999996,281.04999999999995,994468,279.93
131.38,135.87,113.85,131.74,774619,129.4
110.14,114.62,90.21000000000001,107.1,791319,106.09
485.06,495.8,477.69,482.49,526673,488.42
434.39,446.25,425.41999999999996,424.41999999999996,447823,434.52
378.39,389.99,363.95,374.39,225829,377.77
263.58,265.40999999999997,245.85999999999999,266.51,228216,256.54
169.32,186.87,157.45999999999998,178.79999999999998,690189,178.47
162.57,167.88,154.73999999999998,169.51,867674,166.43
200.1,202.69,191.85,190.57,275607,193.06
319.69,337.46,305.78,327.66,509319,325.49
385.84,404.95,385.78,391.5,722334,391.74
364.08,381.32,351.69,369.69,452156,369.02
211.97,228.16,204.85999999999999,211.13,702566,211.73
481.95,495.05,466.07,479.90999999999997,374535,478.68
395.16,406.18,393.3,391.22,202476,397.75
321.74,323.48,309.98,313.05,482865,317.4
344.69,352.86,335.07,339.25,721825,342.73
267.84,275.28999999999996,254.98999999999998,262.77,967591,263.62
199.09,204.29,197.79,198.77,281429,195.9
242.39,256.86,230.79,247.33999999999997,317980,244.81
403.14,413.06,391.90999999999997,402.62,603551,403.61
105.76,107.38000000000001,94.55000000000001,96.92,921935,98.71
146.43,150.83,134.36,155.59,586675,147.75
118.4,132.07,104.87,127.25,175403,121.61
116.29,117.81,100.19,121.99000000000001,688574,113.55
442.18,459.2,436.78000000000003,452.01,436986,449.75
381.46,391.35999999999996,364.96,382.34999999999997,204927,379.29
289.67,299.28000000000003,279.7,298.93,901340,296.15
139.13,150.98,137.59,130.64,585833,134.41
296.65,313.14,295.47999999999996,293.96,543842,299.08
289.39,296.34999999999997,282.71,283.9,399372,285.54
169.28,182.84,153.58,163.2,123386,166.64
273.54,284.85,259.39000000000004,266.36,277826,269.97
259.4,264.73999999999995,243.62999999999997,261.84999999999997,604158,260.5
346.34,363.90999999999997,335.98999999999995,351.96999999999997,390446,354.66
354.04,369.99,345.24,355.61,422959,355.27
118.12,131.29,115.17,111.06,352156,118.36
249.85,266.86,243.29,256.07,949776,255.87
350.34,367.69,341.65999999999997,353.06,998035,352.43
301.25,315.42,299.48,299.01,569450,305.33
442.6,459.34000000000003,438.19,446.08000000000004,423258,447.21
363.48,377.43,351.52000000000004,358.68,348724,360.02
165.17,178.76999999999998,150.45999999999998,162.07,301202,163.04
128.23,140.6,108.25999999999999,136.57999999999998,125525,127.29
356.97,372.02000000000004,338.31,352.78000000000003,179818,356.28
110.6,113.77,97.75,110.0,214589,111.26
334.31,351.93,325.89,342.11,245406,340.68
476.09,493.53,463.36999999999995,480.23999999999995,719003,479.39
330.19,330.77,314.48,321.43,293839,322.45
255.27,271.79,252.9,248.22,893076,259.06
357.32,359.9,349.12,347.48,463298,354.02
283.3,290.0,266.5,285.92,606453,281.09
318.25,333.12,310.57,317.2,357438,320.49
476.59,479.81,465.15,469.28,929901,472.51
254.44,270.8,242.68,263.6,526903,257.21
484.48,501.12,480.79,485.07,993041,491.03
462.14,472.28999999999996,454.9,456.97999999999996,545872,464.42
178.32,178.45,171.63,178.32999999999998,510591,178.69
127.74,133.48,127.22,131.32999999999998,607235,128.25
140.31,152.65,139.83,131.83,613951,136.54
107.29,126.91000000000001,90.66000000000001,102.78,427350,107.8
137.78,150.42000000000002,132.32,143.92,982894,140.87
373.2,378.4,362.84,372.39,791967,371.9
128.48,141.16,122.50999999999999,129.41,707466,133.94
227.59,238.39000000000001,208.78,226.25,799746,223.34
437.95,453.55,432.76,428.83,878754,436.67
109.31,111.45,100.72,102.62,539503,105.25
425.79,441.01000000000005,408.34000000000003,424.70000000000005,186724,422.09
212.74,223.57000000000002,195.9,206.92000000000002,853492,207.09
147.27,166.53,143.55,138.27,196393,148.38
378.69,385.53,362.64,385.56,700600,378.07
351.58,364.22999999999996,342.41999999999996,361.2,961756,357.69
450.99,469.63,441.33,456.85,695484,461.56
394.03,396.08,391.35999999999996,401.10999999999996,694302,396.87
421.39,440.13,419.78,416.22999999999996,501426,422.78
212.81,226.57,198.25,222.02,766282,219.09
170.98,172.34,161.04999999999998,164.92,529505,162.81
400.25,406.27,391.51,409.28,622313,400.27
422.73,436.89000000000004,408.14000000000004,432.63,133340,425.37
496.2,497.55,480.89,500.43,401994,493.14
265.05,276.69,261.87,274.67,596915,270.2
248.81,255.73,236.61,250.2,737999,247.72
410.57,422.99,407.86,405.76,839538,412.11
236.32,237.23,221.29,235.06,111094,233.72
472.3,489.73,459.16,474.17,974391,474.52
443.37,462.84000000000003,424.24,434.83,892173,438.93
271.6,290.98,270.22,274.05,735873,280.01
400.35,415.34000000000003,399.21000000000004,409.97,565590,406.72
401.82,404.42,396.18,395.62,610491,395.16
141.25,156.42,136.02,147.1,484708,148.98
461.02,461.51,456.08,469.18,168798,465.23
302.1,302.54,283.97,310.97,301604,298.76
430.58,437.05,425.59,439.78,210130,433.91
228.02,237.79000000000002,222.58,228.45000000000002,908596,227.66
458.21,473.62,443.02,467.76,790955,462.75
255.68,269.35,246.69,260.83,130257,262.61
104.34,113.26,88.81,97.57000000000001,507427,101.05
462.15,467.62,460.84,461.69,982421,465.29
136.51,156.45,126.75999999999999,140.88,152691,142.95
227.73,236.25,227.06,222.67999999999998,704056,228.06
480.02,489.04999999999995,478.77,482.83,518829,485.64
480.24,483.51,462.11,483.57,638314,478.6
329.38,345.28,326.6,322.63,849450,333.49
352.73,366.6,342.08000000000004,354.03000000000003,393052,353.3
279.38,283.8,271.15999999999997,284.81,643898,276.94
217.28,218.93,210.33,217.26,277718,217.77
231.47,245.07999999999998,213.47,221.71,598357,226.95
369.01,382.09999999999997,368.57,359.19,425329,368.28
400.95,406.42,387.67,398.09,958999,396.98
416.63,435.65,397.36,425.15,278646,425.07
415.85,418.87,404.65000000000003,410.42,618420,409.94
136.48,145.13,117.74,139.17,322123,132.82
297.77,316.64,296.71999999999997,292.21,595236,301.06
123.02,131.41,114.64,119.45,922614,123.96
319.81,332.58,314.61,326.77,591006,329.42
276.61,284.56,261.99,281.19,643576,277.76
455.08,460.56,435.45,446.99,965256,445.06
240.37,260.05,235.24,238.94,708713,248.1
146.83,155.02,133.75,137.41000000000003,100917,141.56
157.2,175.07999999999998,153.23999999999998,156.82,962034,159.55
404.6,409.20000000000005,393.29,407.85,951007,401.73
347.29,351.55,338.01000000000005,339.66,958950,344.4
140.45,141.07,121.00999999999999,136.23,877475,133.59
133.64,146.67,121.46999999999998,131.6,139104,133.77
380.39,387.76,373.4,388.78,773422,386.43
129.11,146.4,126.83000000000001,138.98000000000002,379143,135.96
428.74,438.2,425.72,419.64,362091,429.76
382.5,401.86,377.99,387.72,555061,388.0
132.54,136.25,127.52,129.97,503157,135.45
133.94,151.31,116.92999999999999,131.79,685457,134.39
494.66,510.19,483.44,499.75,254542,496.15
249.71,265.13,239.24,258.08,229744,250.49
248.26,265.15999999999997,245.95999999999998,257.28,997116,257.87
425.12,440.34000000000003,407.92,426.66,159821,424.39
478.9,491.41999999999996,464.44,476.03999999999996,317741,476.86
494.4,497.02,493.04999999999995,500.15,349265,498.61
401.35,402.0,387.19,396.37,537651,397.33
250.5,268.92,239.63,251.78,497745,255.72
133.4,145.73000000000002,131.77,130.57,314127,133.13
410.86,426.79,401.69,413.99,374336,416.99
323.36,332.99,313.67,318.17,436246,320.11
269.69,272.04,266.37,263.52,303834,262.42
462.54,465.04,443.63,470.90000000000003,858826,458.6
144.48,158.19,127.47999999999999,136.51999999999998,186795,140.75
297.05,305.66,283.67,297.17,265159,293.71
104.54,108.55000000000001,95.29,98.96000000000001,428821,100.56
287.46,297.28999999999996,279.21999999999997,278.23999999999995,759987,284.93
122.52,123.8,109.5,113.24,343877,114.92
147.53,159.17000000000002,136.62,141.03,299298,144.16
147.01,152.39,145.76,154.35,598843,148.68
359.68,375.63,349.43,355.33,812793,359.69
398.42,404.63,382.29,407.43,236285,394.92
333.35,342.45000000000005,324.17,334.98,202412,332.61
484.87,485.1,483.83,483.6,643692,482.26
249.95,251.39999999999998,234.22,251.54999999999998,216545,245.83
214.28,222.13,210.25,214.61,518596,215.13
447.44,457.04,442.27,452.62,322128,452.76
189.44,201.44,186.15,185.09,774533,193.48
485.29,491.12,478.69,482.35,808387,481.65
104.86,118.76,89.72,112.74,910421,111.63
487.95,505.15,477.56,496.88,885945,492.01
117.26,132.86,113.16000000000001,125.11,470250,124.2
456.46,457.25,438.9,454.84999999999997,386663,451.81
311.08,320.69,293.49,316.69,881163,315.82
497.19,499.29,479.78,496.71999999999997,908871,491.32
129.52,134.36,124.74000000000001,129.47,480714,125.92
321.54,341.27000000000004,312.52000000000004,315.63,114995,325.37
487.72,490.57000000000005,468.02000000000004,489.54,123559,481.73
309.24,319.22,293.8,302.96000000000004,621244,304.37
351.76,364.12,351.21999999999997,348.39,451193,351.72
378.3,392.35,377.0,385.40000000000003,498237,384.25
281.82,293.01,272.54,275.96,722288,278.37
351.02,351.21999999999997,332.84,342.44,776479,343.55
333.73,340.26,322.96000000000004,325.11,544755,329.17
460.46,470.81,450.5,469.28,588051,462.74
118.18,119.94000000000001,116.07000000000001,118.32000000000001,925782,120.12
212.39,219.39999999999998,199.25,210.57999999999998,539439,210.34
480.16,480.82000000000005,463.72,486.38000000000005,125517,474.22
456.11,457.68,448.5,462.83000000000004,571869,458.83
282.26,290.2,266.75,278.9,515466,279.01
348.05,350.7,328.76,351.92,315558,347.39
210.95,222.29999999999998,206.86999999999998,216.36999999999998,576111,215.55
175.25,189.04,164.78,178.34,975564,175.9
285.48,301.49,279.74,278.51,584282,285.36
241.34,245.34,225.48000000000002,248.86,560014,242.4
333.46,336.81,321.90999999999997,334.23999999999995,547415,329.77
131.09,133.18,118.4,126.74000000000001,617039,125.29
489.76,502.49,473.8,488.26,945978,487.75
494.48,508.61,486.56,485.23,621396,490.34
379.26,379.89,360.96,371.82,205686,369.47
314.44,333.15999999999997,303.78,319.75,712439,319.33
223.81,224.85,220.65,213.81,365471,221.58
425.52,436.34999999999997,411.59999999999997,423.84999999999997,744606,424.56
373.89,388.07,358.02,374.34,819778,373.47
165.05,182.47000000000003,158.71,156.14000000000001,587602,163.15
464.37,478.65,447.23,473.83,798148,469.49
429.01,445.03999999999996,410.89,423.53,740233,427.06
479.92,486.71000000000004,474.38,476.0,313456,477.31
390.29,406.59000000000003,370.62,386.37,408974,389.51
345.37,346.97,342.56,339.98,152446,343.97
267.3,285.2,263.26,257.33,508376,265.84
473.09,484.03999999999996,469.40999999999997,477.67999999999995,811943,476.9
446.43,462.78000000000003,428.55,455.77,527214,448.72
118.09,127.14,105.0,112.58,240148,119.94
110.55,123.42,107.50999999999999,113.81,693629,115.87
250.59,261.12,241.78,255.43,131085,253.42
424.22,438.85,411.91,431.19000000000005,417715,428.65
494.91,496.54,493.24,493.36,507931,497.04
160.17,161.38,142.51999999999998,156.23,624006,153.5
337.65,342.59,321.58,334.15999999999997,490452,331.74
252.36,255.55,242.26000000000002,256.61,105750,253.68
487.97,505.41,468.63000000000005,494.31,440912,489.59
436.85,441.23,428.49,430.48,611760,430.97
435.33,454.84999999999997,415.65,432.75,135903,431.72
287.48,294.22,274.12,295.52000000000004,303561,291.77
265.93,269.57,253.24,272.06,715324,265.93
209.36,225.15,206.04000000000002,219.06,712242,215.8
122.55,135.72,104.91,127.63,612493,122.77
445.89,455.84999999999997,437.34,443.75,527530,447.07
425.16,436.27000000000004,421.92,426.97,541441,427.66
499.89,514.27,499.64,503.11,969446,502.52
498.65,503.21999999999997,487.45,490.21999999999997,528395,493.94
322.17,342.1,311.62,323.06,741593,327.76
407.59,427.09,393.2,411.78,605633,413.08
477.91,490.92,460.1,471.26000000000005,518554,472.69
439.86,443.85,438.27000000000004,445.47,585651,445.36
198.94,212.54,184.31,200.62,300753,199.73
280.22,281.66,276.47,289.26000000000005,132101,285.63
151.66,152.27,134.5,142.51,102775,144.18
